age,gender,province,education,n
37,Male,British Columbia,"University certificate, diploma or degree above the bachelor level",1
37,Male,Manitoba,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",3
37,Male,Manitoba,"College, CEGEP or other non-university certificate or diploma",2
37,Male,Manitoba,High school diploma or a high school equivalency certificate,1
37,Male,Manitoba,"University certificate, diploma or degree above the bachelor level",1
37,Male,New Brunswick,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
37,Male,New Brunswick,"College, CEGEP or other non-university certificate or diploma",5
37,Male,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or diploma",4
37,Male,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,2
37,Male,Nova Scotia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",7
37,Male,Nova Scotia,"College, CEGEP or other non-university certificate or diploma",3
37,Male,Nova Scotia,High school diploma or a high school equivalency certificate,7
37,Male,Nova Scotia,Less than high school diploma or its equivalent,1
37,Male,Nova Scotia,"University certificate, diploma or degree above the bachelor level",2
37,Male,Ontario,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",6
37,Male,Ontario,"College, CEGEP or other non-university certificate or diploma",13
37,Male,Ontario,High school diploma or a high school equivalency certificate,7
37,Male,Ontario,Less than high school diploma or its equivalent,2
37,Male,Ontario,University certificate or diploma below the bachelor level,1
37,Male,Ontario,"University certificate, diploma or degree above the bachelor level",8
37,Male,Prince Edward Island,"College, CEGEP or other non-university certificate or diploma",2
37,Male,Prince Edward Island,"University certificate, diploma or degree above the bachelor level",3
37,Male,Quebec,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",8
37,Male,Quebec,"College, CEGEP or other non-university certificate or diploma",18
37,Male,Quebec,High school diploma or a high school equivalency certificate,4
37,Male,Quebec,Less than high school diploma or its equivalent,1
37,Male,Quebec,University certificate or diploma below the bachelor level,3
37,Male,Quebec,"University certificate, diploma or degree above the bachelor level",6
37,Male,Saskatchewan,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
37,Male,Saskatchewan,"College, CEGEP or other non-university certificate or diploma",1
37,Male,Saskatchewan,High school diploma or a high school equivalency certificate,1
37,Male,Saskatchewan,University certificate or diploma below the bachelor level,2
37,Male,Saskatchewan,"University certificate, diploma or degree above the bachelor level",1
38,Female,Alberta,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",5
38,Female,Alberta,"College, CEGEP or other non-university certificate or diploma",7
38,Female,Alberta,High school diploma or a high school equivalency certificate,5
38,Female,Alberta,Less than high school diploma or its equivalent,1
38,Female,Alberta,University certificate or diploma below the bachelor level,1
38,Female,Alberta,"University certificate, diploma or degree above the bachelor level",2
38,Female,British Columbia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",5
38,Female,British Columbia,"College, CEGEP or other non-university certificate or diploma",6
38,Female,British Columbia,High school diploma or a high school equivalency certificate,1
38,Female,British Columbia,Less than high school diploma or its equivalent,2
38,Female,British Columbia,"University certificate, diploma or degree above the bachelor level",1
38,Female,Manitoba,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
38,Female,New Brunswick,"College, CEGEP or other non-university certificate or diploma",6
38,Female,Newfoundland and Labrador,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
38,Female,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or diploma",4
38,Female,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,1
38,Female,Newfoundland and Labrador,Less than high school diploma or its equivalent,1
38,Female,Nova Scotia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",4
38,Female,Nova Scotia,"College, CEGEP or other non-university certificate or diploma",7
38,Female,Nova Scotia,High school diploma or a high school equivalency certificate,3
38,Female,Nova Scotia,"University certificate, diploma or degree above the bachelor level",5
38,Female,Ontario,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",14
38,Female,Ontario,"College, CEGEP or other non-university certificate or diploma",14
38,Female,Ontario,High school diploma or a high school equivalency certificate,12
38,Female,Ontario,Less than high school diploma or its equivalent,1
38,Female,Ontario,University certificate or diploma below the bachelor level,3
38,Female,Ontario,"University certificate, diploma or degree above the bachelor level",7
38,Female,Prince Edward Island,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
38,Female,Prince Edward Island,"College, CEGEP or other non-university certificate or diploma",2
38,Female,Prince Edward Island,High school diploma or a high school equivalency certificate,2
38,Female,Prince Edward Island,University certificate or diploma below the bachelor level,1
38,Female,Quebec,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",7
38,Female,Quebec,"College, CEGEP or other non-university certificate or diploma",7
38,Female,Quebec,High school diploma or a high school equivalency certificate,3
38,Female,Quebec,Less than high school diploma or its equivalent,4
38,Female,Quebec,University certificate or diploma below the bachelor level,2
38,Female,Quebec,"University certificate, diploma or degree above the bachelor level",10
38,Female,Saskatchewan,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",3
38,Female,Saskatchewan,"College, CEGEP or other non-university certificate or diploma",2
38,Female,Saskatchewan,High school diploma or a high school equivalency certificate,2
38,Female,Saskatchewan,University certificate or diploma below the bachelor level,1
38,Male,Alberta,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",5
38,Male,Alberta,"College, CEGEP or other non-university certificate or diploma",6
38,Male,Alberta,High school diploma or a high school equivalency certificate,4
38,Male,Alberta,University certificate or diploma below the bachelor level,1
38,Male,Alberta,"University certificate, diploma or degree above the bachelor level",4
38,Male,British Columbia,"College, CEGEP or other non-university certificate or diploma",7
38,Male,British Columbia,High school diploma or a high school equivalency certificate,3
38,Male,British Columbia,"University certificate, diploma or degree above the bachelor level",2
38,Male,Manitoba,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
38,Male,Manitoba,"College, CEGEP or other non-university certificate or diploma",3
38,Male,Manitoba,High school diploma or a high school equivalency certificate,2
38,Male,New Brunswick,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",3
38,Male,New Brunswick,"College, CEGEP or other non-university certificate or diploma",7
38,Male,New Brunswick,High school diploma or a high school equivalency certificate,1
38,Male,New Brunswick,Less than high school diploma or its equivalent,1
38,Male,Newfoundland and Labrador,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
38,Male,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or diploma",3
38,Male,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,1
38,Male,Newfoundland and Labrador,Less than high school diploma or its equivalent,1
38,Male,Nova Scotia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
38,Male,Nova Scotia,"College, CEGEP or other non-university certificate or diploma",2
38,Male,Nova Scotia,High school diploma or a high school equivalency certificate,1
38,Male,Nova Scotia,"University certificate, diploma or degree above the bachelor level",1
38,Male,Ontario,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",10
38,Male,Ontario,"College, CEGEP or other non-university certificate or diploma",17
38,Male,Ontario,High school diploma or a high school equivalency certificate,6
38,Male,Ontario,"University certificate, diploma or degree above the bachelor level",6
38,Male,Prince Edward Island,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
38,Male,Prince Edward Island,High school diploma or a high school equivalency certificate,2
38,Male,Prince Edward Island,"University certificate, diploma or degree above the bachelor level",1
38,Male,Quebec,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",7
38,Male,Quebec,"College, CEGEP or other non-university certificate or diploma",15
38,Male,Quebec,High school diploma or a high school equivalency certificate,6
38,Male,Quebec,Less than high school diploma or its equivalent,5
38,Male,Quebec,University certificate or diploma below the bachelor level,1
38,Male,Quebec,"University certificate, diploma or degree above the bachelor level",4
38,Male,Saskatchewan,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
38,Male,Saskatchewan,"College, CEGEP or other non-university certificate or diploma",2
38,Male,Saskatchewan,High school diploma or a high school equivalency certificate,4
39,Female,Alberta,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",6
39,Female,Alberta,"College, CEGEP or other non-university certificate or diploma",3
39,Female,Alberta,High school diploma or a high school equivalency certificate,5
39,Female,Alberta,University certificate or diploma below the bachelor level,1
39,Female,Alberta,"University certificate, diploma or degree above the bachelor level",2
39,Female,British Columbia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",6
39,Female,British Columbia,"College, CEGEP or other non-university certificate or diploma",2
39,Female,British Columbia,High school diploma or a high school equivalency certificate,2
39,Female,British Columbia,Less than high school diploma or its equivalent,1
39,Female,British Columbia,University certificate or diploma below the bachelor level,1
39,Female,British Columbia,"University certificate, diploma or degree above the bachelor level",5
39,Female,Manitoba,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
39,Female,Manitoba,"College, CEGEP or other non-university certificate or diploma",3
39,Female,Manitoba,High school diploma or a high school equivalency certificate,2
39,Female,Manitoba,"University certificate, diploma or degree above the bachelor level",1
39,Female,New Brunswick,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
39,Female,New Brunswick,"College, CEGEP or other non-university certificate or diploma",2
39,Female,New Brunswick,High school diploma or a high school equivalency certificate,1
39,Female,New Brunswick,"University certificate, diploma or degree above the bachelor level",2
39,Female,Newfoundland and Labrador,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",3
39,Female,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or diploma",6
39,Female,Newfoundland and Labrador,"University certificate, diploma or degree above the bachelor level",1
39,Female,Nova Scotia,"College, CEGEP or other non-university certificate or diploma",3
39,Female,Nova Scotia,High school diploma or a high school equivalency certificate,1
39,Female,Nova Scotia,"University certificate, diploma or degree above the bachelor level",2
39,Female,Ontario,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",20
39,Female,Ontario,"College, CEGEP or other non-university certificate or diploma",10
39,Female,Ontario,High school diploma or a high school equivalency certificate,3
39,Female,Ontario,Less than high school diploma or its equivalent,1
39,Female,Ontario,"University certificate, diploma or degree above the bachelor level",14
